,training_noun_phrases,skill_set_bool
8153,due diligence,0
8154,time,0
8155,application,0
8156,shortlisted applicant,0
8157,u,0
8158,seven day,0
8159,facebook community,0
8160,north london,0
8161,remote working,0
8162,number,0
8163,data analyst,1
8164,transformation project,0
8165,role,0
8166,current finance hr data,1
8167,following skill set,0
8168,experience,0
8169,previous experience,0
8170,data mapping,1
8171,experience,0
8172,large volume,0
8173,finance,0
8174,christchurch,0
8175,good,0
8176,long standing client,0
8177,new data analyst,1
8178,growth,0
8179,business,0
8180,role,0
8181,time,0
8182,candidate,0
8183,benefit,0
8184,annual salary reviewsyearly bonus structure,0
8185,company,0
8186,home opportunitiesgreat learning,1
8187,progression,0
8188,opportunitiessocial event,0
8189,house,0
8190,registered charity day holiday,0
8191,year serviceextensive benefit programme,0
8192,many benefit,0
8193,responsibility,0
8194,sale,0
8195,rebatesmargin variance,0
8196,distribution,0
8197,board,0
8198,sale purchasing team,0
8199,insight,1
8200,reporting,1
8201,regular periodic basis,0
8202,request,0
8203,senior director,0
8204,knowledge,1
8205,experience,0
8206,excellent sap excel experiencefinancial experience,1
8207,number,0
8208,detailexcellent reporting skill,1
8209,christchurch,0
8210,previous financial analysis experience,1
8211,good based company,0
8212,new data analyst job,1
8213,christchurch,0
8214,part,0
8215,forward thinking,0
8216,bournemouth,0
8217,hampshire,0
8218,senior data analyst data idol,1
8219,senior data analyst,1
8220,team,0
8221,role,0
8222,flexible home working,0
8223,really exciting data challenge,1
8224,interesting problem,0
8225,role senior data analyst,1
8226,head,0
8227,data,1
8228,wider team,0
8229,tableau,1
8230,really exciting opportunity,0
8231,scaling company,0
8232,career,0
8233,heart,0
8234,company,0
8235,role,0
8236,cv,0
8237,sponsorship,0
8238,role,0
8239,elevation accountancy,0
8240,key client,0
8241,leeds,0
8242,finance data analyst,1
8243,business,0
8244,rounded view,0
8245,clear reporting,1
8246,future strategic plan,0
8247,work,0
8248,changing circumstance,0
8249,finance system,0
8250,data mining,1
8251,strong analytical commercial skill,0
8252,duty,0
8253,responsibility,0
8254,business requirement,0
8255,line,0
8256,business requirement,0
8257,complex data,1
8258,multiple data source,1
8259,forge relationship,0
8260,smt,0
8261,detailed data analysis,1
8262,core system,0
8263,core system,0
8264,embed,0
8265,business,0
8266,level,0
8267,data warehousing,1
8268,sql,1
8269,mi,0
8270,data preparation presentation tool,1
8271,alteryx,1
8272,tableau,1
8273,criterion,0
8274,role,0
8275,london canary wharf,0
8276,remote working,0
8277,pension,0
8278,stoix,0
8279,facedpaced organisation,0
8280,visualisation,0
8281,automation,1
8282,role,0
8283,part,0
8284,dynamic transformation team,0
8285,data,1
8286,insight,1
8287,cornerstone,0
8288,role,0
8289,power bi,1
8290,automated report,1
8291,insight,1
8292,critical role,0
8293,implementation,0
8294,build,0
8295,automated financial reporting insight process owning best practice excel model,1
8296,subject matter expert,0
8297,thing,0
8298,financial reporting,1
8299,data analytics department,1
8300,financial data,1
8301,customer level information,0
8302,report,1
8303,power bi,1
8304,staff,0
8305,atmosphere,0
8306,subject matter expert,0
8307,anaplan,0
8308,result,0
8309,analysis,1
8310,easily digestible format,0
8311,greater understanding,0
8312,visualise analysis,1
8313,standardised report,1
8314,business team,0
8315,request,0
8316,future,0
8317,culture,0
8318,datadriven decision,1
8319,drive,0
8320,culture,0
8321,everyone,0
8322,data,1
8323,experience,0
8324,excel skillsexperience,1
8325,temporary basis,0
8326,key responsibility,0
8327,operational head,0
8328,asset manager,0
8329,dynamic asset management service,1
8330,analytical service,0
8331,business intelligence tool,1
8332,informed decision,1
8333,divestment,0
8334,asset,0
8335,adhoc analysis,1
8336,regeneration asset directorate,0
8337,wider business,0
8338,manage time,0
8339,several demand,0
8340,fastmoving organisation,0
8341,utilise data analysis software,1
8342,intuitive software solution,0
8343,business,0
8344,data guide customer,1
8345,transferable analytical skill,0
8346,business,0
8347,company,0
8348,asset standard,0
8349,asset management system,1
8350,integrator,0
8351,integrator,0
8352,year cost profiling,0
8353,asset management system,1
8354,year investment plan,0
8355,organisation,0
8356,programme manager,0
8357,contract manager,0
8358,team,0
8359,long term investment plan,0
8360,data workflow,1
8361,process,0
8362,key performance indicator,1
8363,repair,0
8364,quarterly update,0
8365,key performance model,1
8366,maintain,0
8367,asset,0
8368,business intelligence tool,1
8369,quarterly update,0
8370,npv model,0
8371,team,0
8372,directorate,0
8373,analysis,1
8374,stock optimisation strategy,0
8375,rationalisation project,0
8376,exit area,0
8377,appropriate due diligence exercise,0
8378,disposal,0
8379,acquisition,0
8380,support,0
8381,management,1
8382,system architecture,0
8383,area,0
8384,improvement,0
8385,system,0
8386,change,0
8387,enhancement,0
8388,customer,0
8389,use,0
8390,property database,1
8391,ra,0
8392,close monitoring,0
8393,system,0
8394,good understanding,0
8395,asset management,1
8396,investment,0
8397,divestment,0
8398,stock,0
8399,business intelligence report experience,1
8400,asset management system,1
8401,m office,0
8402,short notice,0
8403,procurement data analyst,1
8404,chase,0
8405,holland,0
8406,market leading business,0
8407,derbyshire,0
8408,procurement data analyst,1
8409,fulltime permanent basis,0
8410,excel,1
8411,experience,0
8412,vlookup,0
8413,experience,0
8414,sql,1
8415,procurement data analyst responsibility,1
8416,current suppliersprovide analysis support,1
8417,tender processescollate team,0
8418,analyse group information request,0
8419,rfis,0
8420,sapdevelop,0
8421,kpis,0
8422,purchasing teamwork,1
8423,team member,0
8424,procurement strategy,0
8425,preference,0
8426,strong skill,0
8427,m office,0
8428,excel,1
8429,vlookupsan understanding,0
8430,sap,0
8431,sqlability,0
8432,desirableexperience,0
8433,busy procurementsupply chain finance environment,0
8434,hour,0
8435,work,0
8436,friday pm,0
8437,return,0
8438,day annual leave,0
8439,onsite parkingopportunities,0
8440,career,0
8441,employment agency,0
8442,permanent recruitment,0
8443,employment business,0
8444,supply,0
8445,supply chain,0
8446,hr,0
8447,recruitment,0
8448,yorkshire,0
8449,derbyshire,0
8450,nottinghamshire,0
8451,lincolnshire,0
8452,data migration analyst,1
8453,great opportunity,0
8454,data migration analyst,1
8455,expert,0
8456,thing,0
8457,sql,1
8458,wellknown uk health charity,0
8459,stratford,0
8460,london,0
8461,career,0
8462,full control,0
8463,full data migration,1
8464,data migration analyst,1
8465,charity data quality data performance,1
8466,data migration analyst,1
8467,senior stakeholder,0
8468,charity,0
8469,accuracy,0
8470,business,0
8471,housing,0
8472,perfect role,0
8473,fantastic opportunity,0
8474,wide range,0
8475,skill,0
8476,career,0
8477,fantastic opportunity,0
8478,charity,0
8479,size,0
8480,hour working week,0
8481,flexible hour,0
8482,home,0
8483,skill,0
8484,data migration analyst,1
8485,excellent communication skill,1
8486,working knowledge,1
8487,ssisability,0
8488,team,0
8489,new skill,0
8490,location,0
8491,london,0
8492,salary,0
8493,excellent benefit,0
8494,excellent opportunity,0
8495,recruitment,0
8496,employment agency,0
8497,vacancy,0
8498,london hq,0
8499,edge system,0
8500,process,0
8501,data software engineering team,1
8502,ftse business,0
8503,small team,0
8504,hand,0
8505,key experience,0
8506,data governance analyst,1
8507,data quality programsbasic database skill,1
8508,ideally sql serveradvanced excel skill,1
8509,eg pivot table,1
8510,report creationpowerpointdocumentation skillsexperience,1
8511,range,0
8512,business system,0
8513,eg sap,0
8514,business knowledge,1
8515,eg,0
8516,data analysis,1
8517,data governance life,1
8518,full company information,0
8519,london hq,0
8520,data analyst supervisor,1
8521,leeds,0
8522,client,0
8523,financial service organisation,0
8524,data analyst supervisor,1
8525,running,0
8526,treasury operation area,0
8527,strong leadership,0
8528,people management skill,1
8529,change,0
8530,positive influence,0
8531,banking partner,0
8532,smooth running,0
8533,account,0
8534,bank account,0
8535,database,1
8536,number,0
8537,process,0
8538,variety,0
8539,financial platform,0
8540,excel spreadsheet,1
8541,vba macro,0
8542,ensuring financial downloads,0
8543,bank,0
8544,department mailbox,0
8545,strong analytical skill,0
8546,senior business management,1
8547,excellent team player,0
8548,proactive selfmotivated attitude,0
8549,ability,0
8550,experience,0
8551,writing macro,0
8552,advanced formula,0
8553,external data connection,1
8554,query,0
8555,reportsforms,0
8556,report builder,1
8557,ssrs,1
8558,mysql,0
8559,sharepoint,0
8560,sharepoint designer,0
8561,csr,0
8562,javascript,0
8563,required skill,0
8564,relevant experience,0
8565,cld recruitment leeds ltd,0
8566,employment agency,0
8567,vacancy,0
8568,cld recruitment leeds ltd,0
8569,applicant,0
8570,background,0
8571,opportunity,0
8572,great thing,0
8573,challenging project,0
8574,skill,0
8575,part,0
8576,solution,0
8577,post,0
8578,insightful impactful report,1
8579,inquisitive mind,0
8580,good team player,0
8581,high performing team,0
8582,skill,0
8583,data,1
8584,multiple anglesenjoys,0
8585,company,0
8586,othersexcellent ability,0
8587,workload,0
8588,writtenexperience,0
8589,supporting project,0
8590,advanced excel,1
8591,v look,0
8592,power query,0
8593,independent thinker,1
8594,innovative idea,0
8595,team,0
8596,box thinker,1
8597,client,0
8598,uk,0
8599,u,0
8600,client,0
8601,wellestablished leading management consulting firm,1
8602,client,0
8603,world,0
8604,largest successful company,0
8605,europe,0
8606,north america,0
8607,expert,0
8608,client,0
8609,cost saving,0
8610,innovative thinking,0
8611,analysis,1
8612,process,0
8613,number,0
8614,different industry,0
8615,real positive change,0
8616,week probationary period,0
8617,time,0
8618,role,0
8619,week,0
8620,start,0
8621,end time,0
8622,deadline,0
8623,pay,0
8624,experience,0
8625,experienced data analyst,1
8626,niche industry,0
8627,local business,0
8628,wellestablished successful manufacturing business,0
8629,manager,0
8630,westerham,0
8631,role,0
8632,street parking,0
8633,hour,0
8634,pm,0
8635,record management process,1
8636,policiesset,0
8637,indicatorsdevelop,0
8638,sage sei,0
8639,data dashboard,1
8640,visualisation,0
8641,range,0
8642,area,0
8643,business,0
8644,working week,0
8645,crm implementation creatio platform,1
8646,various stakeholder,0
8647,quality,0
8648,accuracy,0
8649,data,1
8650,import,0
8651,crm platform,1
8652,data,1
8653,creatio,0
8654,creatio,0
8655,user performance,1
8656,user,0
8657,guide,0
8658,documentation,1
8659,monitoring managing support query,0
8660,sage erp system,0
8661,new import projectsimplement adhoc enhancement,0
8662,inixionsystem testing,0
8663,development,1
8664,user dashboard,0
8665,word format,0
8666,uk,0
8667,sponsorship,0
8668,someone,0
8669,yourrecruit,0
8670,large number,0
8671,response,0
8672,best effort,0
8673,every application,0
8674,shortlisted candidate,0
8675,particular role,0
8676,day,0
8677,occasion,0
8678,role,0
8679,detail,0
8680,file,0
8681,suitable vacancy,0
8682,yourrecruit ltd,0
8683,ground,0
8684,age,0
8685,race,0
8686,gender,0
8687,disability,0
8688,job search,0
8689,safer job,0
8690,nonprofit joint industry law enforcement organisation,0
8691,safer job website,0
8692,expert advice,0
8693,safer job search,0
8694,data analyst,1
8695,leading medium company,0
8696,data analyst,1
8697,expanding team,0
8698,data analyst,1
8699,area,0
8700,data cleansing,1
8701,data catalogue,1
8702,line,0
8703,info,0
8704,responsibility,0
8705,ensuring standard,0
8706,policy,0
8707,enterprise data catalogue,1
8708,data,1
8709,purpose,0
8710,accordance,0
8711,senior stakeholder,0
8712,data catalogue,1
8713,data owner,1
8714,business data quality procedure,1
8715,active role,0
8716,detailed level,0
8717,understanding,0
8718,relevant statutory framework,0
8719,data protection act,1
8720,gdprproven experience,0
8721,data excellence framework,1
8722,verbal communication,1
8723,abilitiesadvanced skill,0
8724,spreadsheet,0
8725,macro level,0
8726,primary programming language,1
8727,database schema,1
8728,nondata peer,0
8729,colleague,0
8730,web analytics,0
8731,crm,1
8732,marketing automation,1
8733,content,0
8734,stakeholder,0
8735,platform,0
8736,coding language,1
8737,looker,0
8738,google bigquery,0
8739,datarobot,0
8740,sql,1
8741,r,1
8742,pythonadvanced excel,1
8743,powerpoint,1
8744,data request,1
8745,interrogating access data source,1
8746,requirement,0
8747,relevant information,0
8748,high level,0
8749,quality control,0
8750,extracting,0
8751,multiple data source,1
8752,cleansing,1
8753,calculated field,0
8754,data model,1
8755,implementation,0
8756,project,0
8757,data,1
8758,various source,0
8759,responsibility,0
8760,various source,0
8761,access contract billing system,0
8762,data extract,1
8763,specification,0
8764,challenge request,0
8765,added value,0
8766,business rule,0
8767,data,1
8768,different data source,1
8769,navigation way,0
8770,selfserve functionality,0
8771,external data,1
8772,internal system,0
8773,match,0
8774,match rejection rate,0
8775,reason,0
8776,issue,0
8777,first line response,0
8778,stakeholder,0
8779,data reporting question,1
8780,concern,0
8781,library,0
8782,faq,0
8783,scenario,0
8784,data driven culture,1
8785,best practice approach,0
8786,experienceattributes,0
8787,candidate,0
8788,ability,0
8789,consistent collaboration,0
8790,business user,0
8791,strong knowledge,1
8792,development experience,1
8793,sql,1
8794,python,1
8795,r,1
8796,sa,0
8797,alteryx,1
8798,experience,0
8799,sale crm,1
8800,marketing automation,1
8801,basic qualification,0
8802,education,0
8803,information technology,0
8804,related field,0
8805,proven experience,0
8806,targeting,0
8807,visualisation,0
8808,high valueadd solution,0
8809,data analysis reporting activity,1
8810,volatile fast paced environment,0
8811,data analyst data management k,1
